id,Top 1,Top 2,Top 3,Top 4,Top 5,Top 6,Top 7,Top 8,Top 9,Top 10,Top 11,Top 12,Top 13,Top 14,Top 15,Top 16,Top 17,Top 18,Top 19,Top 20
6726,8516210000,8419909030,8516290000,8516800000,8403900000,8403103000,8403101000,8516900000,8516500000,8403109000,8418693000,8533909000,8516400000,8516609000,8516601000,8516799000,8516720000,8516791000,8516710000,8516602000
6727,6810910000,4906009000,4906002000,4906001000,5911900000,8604009000,8604004000,6909190000,6909110000,6909120000,5911200000,5911100000,5911400000,6306290000,6306220000,8479509000,8479502000,7102290000,6909900000,8479501000
6728,5705000000,5703900000,5701900000,5704900000,5703100000,5704100000,5701100000,5702200000,5704200000,5703390000,5703290000,5904100000,5703310000,5703210000,6302910000,6302210000,6302310000,6302510000,4016910000,6302590000
6729,9018501010,9018501090,9018908190,9018902090,9018908900,9018908110,9018902010,9018509000,9018907000,9018909000,9018903000,9018901000,9018906000,9018498000,9018492000,9018491000,9018499000,9018419000,9018904000,9018209000
6730,5705000000,5701900000,5703900000,5704900000,5702200000,5701100000,5703100000,5704100000,4016910000,5904100000,5704200000,5703390000,5703290000,7013990000,5904900000,5703210000,5703310000,7013910000,5702500000,6304990000
6731,8455220000,6005900000,8455100000,8447111000,8447202020,8447202010,8447120000,8447201020,8455309000,8455210000,6005440000,6005420000,6005240000,6005220000,6005410000,8447201010,8455302000,8455301000,6005210000,6005430000
6732,8704609090,8704909090,8704609010,8704601020,8704519010,8704529010,8704601010,8704439010,8704419010,8707903000,8707902000,8707901000,8707904000,8704529090,8704519090,8704909010,8604009000,8704521020,8704511020,8704511010
6733,4203400000,4303101900,4303102990,6217900000,6217100000,4303101300,4303101100,4303102600,4303102100,4303101600,4303102920,4303101200,4303102200,4303900000,6117900000,6117800000,4203109090,4203103090,4203101090,4015902000
6734,7005297010,7005294010,7005299010,7005291091,7005296010,7005292091,7005295010,7005293010,7005298010,7005296020,7005295020,7005294020,7005299020,7005297020,7005298020,7005292092,7005291092,7005293020,7015901000,7005297090
6736,8419899050,8419899010,8419899090,8419899020,8419899030,8419899040,8419899080,8419891000,8419899070,8419899060,8419810000,8419909030,8419909020,8419600000,8419909040,8419200000,9506190000,8419909090,9506110000,8419390000
6737,2106901090,210690909,2106903019,2106909099,2106903029,180690211,1806902920,1806903010,2309101000,2309102000,1806902199,1806902119,180690219,1806903099,1806909090,180690299,1806902999,180690309,1806902290,2106903011
6738,2106909099,210690909,2106903029,2106903019,2106901090,1806902920,180690211,2309101000,2309102000,2106903011,180690299,1806903099,1806902290,1806902199,1806909090,180690309,180690219,1806902999,1806902119,2106909010
6739,2915702010,2915702080,2915310000,3823709010,2915391000,2915702090,3204901010,2915701000,2915702070,2915702040,2915702030,2915702060,2915702020,2915702050,2915393000,2915339000,2915399000,2915320000,2915130000,3204200000
6740,9616200000,5204190000,5204110000,5204200000,3307200000,3307909000,3304991000,3307901000,3307904000,9029102000,9029101000,2403191000,2403911000,2403110000,3006922010,2401109000,2403991000,2403199000,3307903000,5207900000
6741,8419899050,8419899010,8419899020,8419899030,8419899040,8419899090,8419810000,8419899080,8419891000,8419899070,8419899060,8419909020,8419909030,8419600000,8419909090,8419200000,8419909040,8419390000,2813900000,8419509000
6742,8708991040,8708991020,8708991050,8708991010,8708991030,8708959000,8708999000,8708910000,8708930000,8704601010,8704901010,8704909090,8708951000,8714990000,8708100000,8708400000,8704609010,8704609090,8708700000,8708309000
6743,8419899050,8419899010,8419899020,8419899040,8419899030,8419899090,8419899080,8419891000,8419899070,8419899060,8419810000,8419909030,8419909020,8419600000,8438101000,8422409010,8422404000,8422409090,8422902000,8438109000
6744,8708991040,8708991020,8708991050,8708991010,8708991030,8708959000,8708999000,8708910000,8708930000,8704601010,8704901010,8704909090,8708951000,8714990000,8708100000,8708400000,8704609010,8704609090,8708700000,8708309000
6745,6405900000,6403994000,6402992000,6403914000,6403991000,6402912000,6403992000,6404110000,6403999000,6402999000,6403911000,6403912000,6403190000,6403591000,6403120000,6402991000,6403919000,6402190000,6402120000,6402911000
6746,8528711000,8521909000,8528491090,8528719000,8528690000,8528729000,8528592090,8528591090,8528529000,8528492090,8528712090,8528730000,8525892000,8528712020,8528722000,8525502000,8525899000,8528726000,8528491010,8528592010
6748,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
6750,5601301000,8445202000,8445209000,8445201090,8445203000,8445201010,5601309000,5601290000,8445309000,5601210000,8445301000,8445120000,5601220000,8445302000,8445409000,8445909000,8445199000,8445401000,8445110000,8445130000
6751,5702990000,5702390000,5702490000,5702920000,5702420000,5702320000,8457200000,5702410000,5702910000,5702310000,4602199000,9403890000,6805300000,9403830000,4602120000,9403820000,4602191000,6213900000,8546100000,4011801090
6752,8708991040,8708991020,8708991050,8708991010,8708991030,8708959000,8708999000,8708910000,8708930000,8704601010,8704901010,8704909090,8708951000,8714990000,8708100000,8708400000,8704609010,8704609090,8708700000,8708309000
6753,9404290000,9404210000,9404100000,9404900000,4016951000,9404300000,9404400000,9403201000,9403501000,7320909000,6306400000,7320209000,7019692000,7320901000,7320204000,9403609090,7320201000,7320202000,9403209000,9403700000
6754,8542900000,8542321090,8549999000,9403990000,8542392000,8542393000,8542391000,8542394000,8549399000,8542321030,9403910000,8549392000,8708303000,8542332000,8542322000,8542333000,8542323000,8542331000,8543901000,8549391000
6755,8419899050,8419899010,8419899020,8419899030,8419899040,8419899090,8419810000,8419899080,8419891000,8419899070,8419899060,8419909020,8419909030,8419600000,8419909090,8419200000,8419909040,8419390000,2813900000,8419509000
6756,6802291000,6802299000,6802990000,6802920000,6802211000,6802230000,6802213000,6802212000,6802930000,6802911000,7103999090,7103100000,7103911000,7103991000,7103919020,7103919010,7103919030,7103999010,7103999020,7103999030
6757,8419899050,8419899010,8419899020,8419899030,8419899040,8419899090,8419810000,8419899080,8419891000,8419899070,8419899060,8419909020,8419909030,8419600000,8419909090,8419200000,8419909040,8419390000,2813900000,8419509000
6758,210190000,210209000,210201000,210120000,210110000,210999020,210991090,210999090,210991010,210910000,210930000,208909090,204500000,2301101000,204430000,204420000,1602509000,204410000,204230000,204220000
6759,8419899050,8419899010,8419899020,8419899030,8419899040,8419899090,8419810000,8419899080,8419891000,8419899070,8419899060,8419909020,8419909030,8419600000,8419909090,8419200000,8419909040,8419390000,2813900000,8419509000
6760,4203109090,4203103090,4203101090,4303102990,4303101900,6205200000,4203400000,4203103070,4203103050,4203102000,4203109010,4203101010,4203103010,4303101300,6205900000,4303102600,4303102100,4303101600,4303101100,4303102920
6761,7113209000,7113203000,7113201000,7113202000,7115909090,7115901090,7114200000,8311101000,8311109000,8311201000,8311209000,8311901000,8311909000,7117199000,7115909020,7115909010,8311301000,7117195000,7112919000,7112929000
6762,3307200000,9605000000,8543409000,8543401000,3307909000,3307901000,4909000000,3307904000,7117196000,8423100000,3307903000,7116209010,3307109000,8604009000,3307101000,3307302000,8604004000,3307301000,3307490000,3307410000
6763,5702490000,5702390000,5702990000,5702920000,5702320000,5702420000,8457200000,5702310000,5702410000,5702910000,9403890000,6805300000,9403830000,9406909000,9403820000,4602199000,9406100000,8546100000,6213900000,4602120000
6765,8504409091,8524112000,8524122000,8504509010,8504502010,8504501010,8517693000,8517623010,8517622030,8517621010,8517629020,8504404010,8504402091,8504402011,8504401010,8504403010,8504405010,8524192000,8504901000,8517629030
6766,5702490000,5702390000,5702990000,5702920000,5702320000,5702420000,8457200000,5702310000,5702410000,5702910000,9403890000,6805300000,9403830000,9406909000,9403820000,4602199000,9406100000,8546100000,6213900000,4602120000
6767,3006922090,3006923000,3006924000,3006925000,3006921090,3006922031,3006922032,300692203,3006922020,3006922010,3006500000,3006921010,3006910000,8807909000,8704909090,3006600000,8704901020,8704901010,8901901000,3006402000
6768,5204190000,5204110000,5204200000,5207900000,5106209000,5207100000,5406001000,5005000000,5406002000,5509692010,5509691010,5510909000,5509691020,5509692020,5106109000,8206000000,5401109000,5401209000,5509990000,5106204000
6769,9015400000,9015900000,9015300000,9015100000,9015809000,9015200000,9015801000,9015802000,9015805000,9015804000,9015803000,5911900000,6909190000,6909110000,6909120000,5911200000,6810910000,5911100000,8604009000,5911400000
6770,3006922090,3006923000,3006924000,3006925000,3006921090,3006922031,3006922032,300692203,3006922020,3006922010,3006500000,3006921010,3006910000,8807909000,8704909090,3006600000,8704901020,8704901010,8901901000,3006402000
6771,5702990000,5702390000,5702490000,5702920000,5702420000,5702320000,8457200000,5702410000,5702910000,5702310000,4602199000,9403890000,6805300000,9403830000,4602120000,9403820000,4602191000,6213900000,8546100000,4011801090
6773,7005292091,7005297010,7005293010,7005294010,7005295010,7005296010,7005291091,7005298010,7005299010,5204190000,7005296020,7005297020,7005294020,7005298020,7005293020,7005292092,7005291092,7005295020,7005299020,7015901000
6774,4115200000,4205001900,4205002900,6405100000,6403999000,4115100000,4203400000,6403919000,6403992000,6403599000,6403991000,4205001100,4203109090,4203103090,4203101090,6404200000,4205002100,6403510000,6403591000,6403912000
6775,5204190000,5204110000,5204200000,6912002000,9403609090,9403209000,9403409000,9403700000,6911900000,9403609020,9403401000,3924902000,6912003000,6912001090,6912009000,5207900000,7418109030,9403201000,7615109030,6912001020
6776,7005292091,7005297010,7005293010,7005294010,7005295010,7005296010,7005291091,7005298010,7005299010,5204190000,7005296020,7005297020,7005294020,7005298020,7005293020,7005292092,7005291092,7005295020,7005299020,7015901000
6777,4820400000,8604009000,9404100000,8604004000,6814100000,6904900000,4822900000,3923400000,6904100000,4820900000,4822100000,4802551030,6814900000,9404900000,4820200000,4820500000,9404300000,5911900000,8426110000,6903909090
6779,4203400000,4303101900,4303102990,6217900000,6217100000,4303101300,4303101100,4303102600,4303102100,4303101600,4303102920,4303101200,4303102200,4303900000,6117900000,6117800000,4203109090,4203103090,4203101090,4015902000
6780,5702990000,5702390000,5702490000,5702920000,5702420000,5702320000,8457200000,5702410000,5702910000,5702310000,4602199000,9403890000,6805300000,9403830000,4602120000,9403820000,4602191000,6213900000,8546100000,4011801090
6781,5601301000,8445202000,8445209000,8445201090,8445203000,8445201010,5601309000,5601290000,8445309000,5601210000,8445301000,8445120000,5601220000,8445302000,8445409000,8445909000,8445199000,8445401000,8445110000,8445130000
6782,4303102990,4303101900,4203400000,4303101300,4303102600,4303102100,4303101600,4303101100,4303102920,4203109090,4203101090,4203103090,4303102200,4303101200,4203103070,4203103050,4203102000,4203101010,4203103010,4203109010
6783,6810910000,4906009000,4906002000,4906001000,5911900000,8604009000,8604004000,6909190000,6909110000,6909120000,5911200000,5911100000,5911400000,6306290000,6306220000,8479509000,8479502000,7102290000,6909900000,8479501000
6784,9404100000,6814100000,6904900000,9404300000,4822900000,3923400000,6904100000,4822100000,6814900000,9404900000,8426110000,6903909090,8609004000,6903909080,6903909020,8609002000,8609003000,6903909070,6903102090,6903109000
6785,5702990000,5702390000,5702490000,5702920000,5702420000,5702320000,8457200000,5702410000,5702910000,5702310000,4602199000,9403890000,6805300000,9403830000,4602120000,9403820000,4602191000,6213900000,8546100000,4011801090
6786,5204190000,8418991000,5204110000,5204200000,5207900000,5106209000,8472300000,5207100000,5406001000,5005000000,5406002000,5509692010,5509691010,5510909000,5509692020,5509691020,5106109000,8206000000,5401109000,5401209000
6787,8419899050,8419899010,8419899090,8419899020,8419899030,8419899040,8419899080,8419891000,8419899070,8419899060,8419810000,8419909030,8419909020,8419600000,8419909040,8419200000,9506190000,8419909090,9506110000,8419390000
6789,8438101000,8438109000,8438300000,8438809000,8438501000,8431430000,8422409010,8438400000,8422404000,8438200000,8422409090,8422902000,8431390000,8431499000,8422409030,8438509000,8422409020,8438600000,8433520000,8422909000
6790,5204190000,5204110000,5204200000,5207900000,5106209000,5207100000,5406001000,5005000000,5406002000,5509692010,5509691010,5510909000,5509691020,5509692020,5106109000,8206000000,5401109000,5401209000,5509990000,5106204000
6791,8704909090,8517694000,8517629030,8517623020,8517622040,8517621020,8517693000,8517629020,8517623010,8517622030,8517621010,8517610000,8517629010,8609003000,8704901020,8609004000,8609002000,8704901010,8609001000,8523512090
6792,8438101000,8422409010,8422404000,8438109000,8431430000,8422409090,8422902000,8422409030,8422409020,8445209000,8445201090,8440109000,8433520000,8422909000,8445202000,8445203000,8438300000,8422200000,8433590000,8438501000
6793,5705000000,5701900000,5703900000,5704900000,5702200000,5701100000,5703100000,5704100000,4016910000,5904100000,5704200000,5703390000,5703290000,7013990000,5904900000,5703210000,5703310000,7013910000,5702500000,6304990000
6794,8708991040,8708991020,8708991050,8708991010,8708991030,8708959000,8708999000,8708910000,8708930000,8704601010,8704901010,8704909090,8708951000,8714990000,8708100000,8708400000,8704609010,8704609090,8708700000,8708309000
6796,3402429000,3402490000,3402410000,3402421000,3402310000,3204200000,3824997300,3824997400,3809100000,2501009090,3402390000,2501009010,2501001010,2501001020,2501009020,3402509000,3707909300,3402903000,3402902000,3402901000
6797,6810910000,8457200000,5702990000,5702390000,5702490000,5702420000,5702320000,5702920000,5702310000,5702910000,5702410000,4011809090,4011801090,4011801010,4011809010,2845901000,2845100000,8457109090,5702500000,8457109020
6798,5702990000,5702390000,5702490000,5702920000,5702420000,5702320000,8457200000,5702410000,5702910000,5702310000,4602199000,9403890000,6805300000,9403830000,4602120000,9403820000,4602191000,6213900000,8546100000,4011801090
6799,5204190000,5204110000,5204200000,5207900000,5106209000,5207100000,5406001000,5005000000,5406002000,5509692010,5509691010,5510909000,5509691020,5509692020,5106109000,8206000000,5401109000,5401209000,5509990000,5106204000
6800,9406909000,9406200000,9406100000,9406901000,9406903000,9406902000,6904100000,7016901000,8457200000,8479109000,8479909010,5702390000,5702990000,5702490000,5702920000,5702420000,5702320000,5702410000,5702310000,5702910000
6802,3926109000,3926102000,3926101000,4202190000,4202121090,4202121020,4202121010,4202122000,4202111000,4202113000,4202112000,4202999000,4202991000,4202921090,4202921020,4202921010,9023009000,4202911000,4202922000,4202913000
6803,210690909,2106903029,2106909099,2106903019,2106901090,180690211,1806902920,2309101000,2309102000,2106903011,105999000,2106909010,105150000,207603290,207604290,105139000,1602399000,1806902119,180690219,1806902290
6804,8419899050,8419899010,8419899020,8419899030,8419899040,8419899090,8419899080,8419891000,8419899070,8419899060,8419810000,8419909030,8419909020,8438101000,8419600000,8438809000,8438109000,8438501000,8422409010,8422404000
6805,8419899050,8419899010,8419899020,8419899030,8419899040,8419899090,8419810000,8419899080,8419891000,8419899070,8419899060,8419909020,8419909030,8419600000,8419909090,8419200000,8419909040,8419390000,2813900000,8419509000
6807,6810910000,4906009000,4906002000,4906001000,5911900000,8604009000,8604004000,6909190000,6909110000,6909120000,5911200000,5911100000,5911400000,6306290000,6306220000,8479509000,8479502000,7102290000,6909900000,8479501000
6808,2106909099,210690909,2106903029,2106903019,2106901090,1806902920,180690211,2309101000,2309102000,2106903011,180690299,1806903099,1806902290,1806902199,1806909090,180690309,180690219,1806902999,1806902119,2106909010
6809,8457200000,5702990000,5702390000,5702490000,5702920000,5702320000,5702420000,5702910000,5702310000,5702410000,6810910000,2845901000,4011809090,4011801090,2845100000,4011809010,4011801010,8457109090,5702500000,8457109020
6810,2106901090,2106909099,210690909,2106903019,2106903029,1806902920,180690211,210690902,1806903010,2106909030,1806902290,1806902199,180690219,1806902119,180690299,1806909090,1806903099,180690309,1806902999,2106909050
6811,8708991040,8708991020,8708991050,8708991010,8708991030,8708959000,8708999000,8708910000,8708930000,8704601010,8704901010,8704909090,8708951000,8714990000,8708100000,8708400000,8704609010,8704609090,8708700000,8708309000
6812,3915909090,3921199090,3915905000,3915902000,3915901000,3915909030,3915909010,3915904000,3921191090,3921194090,3921193090,3921192090,3915903000,3920999090,3920920000,3920991000,3920930000,3921199020,3920940000,3921194010
6813,6810910000,4906009000,4906002000,4906001000,5911900000,8604009000,8604004000,6909190000,6909110000,6909120000,5911200000,5911100000,5911400000,6306290000,6306220000,8479509000,8479502000,7102290000,6909900000,8479501000
6814,3006922090,3006923000,3006924000,3006925000,3006921090,3006922031,3006922032,300692203,3006922020,3006922010,3006500000,3006921010,3006910000,8807909000,8704909090,3006600000,8704901020,8704901010,8901901000,3006402000
6816,8704609090,8704909090,8704609010,8704601020,8704519010,8704529010,8704601010,8704439010,8704419010,8707903000,8707902000,8707901000,8707904000,8704529090,8704519090,8704909010,8604009000,8704521020,8704511020,8704511010
6817,8523802010,8523592010,8523491010,8523499010,8523292010,8523512010,8473303000,8473309010,8604009000,8604004000,9027100000,9027909091,9027891000,2918301000,2918991000,9102299000,9102291000,2101129090,902790909,9027909099
6818,8504409091,8524112000,8524122000,8504509010,8504502010,8504501010,8517693000,8517623010,8517622030,8517621010,8517629020,8504404010,8504402091,8504402011,8504401010,8504403010,8504405010,8524192000,8504901000,8517629030
6819,3006922090,3006923000,3006924000,3006925000,3006921090,3006922031,3006922032,300692203,3006922020,3006922010,3006500000,3006921010,3006910000,8807909000,8704909090,3006600000,8704901020,8704901010,8901901000,3006402000
6820,8708991050,8708991040,8708991030,8708991020,8708991010,8708959000,8708999000,8704601010,8704901010,8708910000,8708930000,8704909090,8708951000,8708100000,8704609090,8704609010,8708400000,8714990000,8708309000,8704521010
6821,8708991040,8708991020,8708991050,8708991010,8708991030,8708959000,8708999000,8708910000,8708930000,8704601010,8704901010,8704909090,8708951000,8714990000,8708100000,8708400000,8704609010,8704609090,8708700000,8708309000
6822,6402912000,6402992000,6403914000,6403994000,8479109000,8479909010,8466209000,8466201000,6404110000,8479102000,8604009000,8479101000,8427909000,8427209000,8604004000,8524199000,8427201012,8427201022,8427201021,8427201011
6823,8708991040,8708991020,8708991050,8708991010,8708991030,8708959000,8708999000,8708910000,8708930000,8704601010,8704901010,8704909090,8708951000,8714990000,8708100000,8708400000,8704609010,8704609090,8708700000,8708309000
6824,6405900000,6403994000,6402992000,6403914000,6403991000,6402912000,6403992000,6404110000,6403999000,6402999000,6403911000,6403912000,6403190000,6403591000,6403120000,6402991000,6403919000,6402190000,6402120000,6402911000
6825,6810910000,4906009000,4906002000,4906001000,5911900000,8604009000,8604004000,6909190000,6909110000,6909120000,5911200000,5911100000,5911400000,6306290000,6306220000,8479509000,8479502000,7102290000,6909900000,8479501000
6826,3006922090,3006924000,3006923000,3006925000,3006922031,3006922032,3006921090,300692203,3006922020,3006922010,3006500000,3006921010,3006910000,3006600000,8807909000,6912002000,7017900000,1905909010,8704909090,3006402000
6827,8433590000,8433520000,8432800000,8433510000,8433530000,8419899010,8422409010,8419899020,8419899030,8419899040,8422404000,8431430000,8422409090,8422902000,8419899050,8438101000,8422409030,8422409020,8438501000,8431390000
6828,8708991040,8708991020,8708991050,8708991010,8708991030,8708959000,8708999000,8708910000,8708930000,8704601010,8704901010,8704909090,8708951000,8714990000,8708100000,8708400000,8704609010,8704609090,8708700000,8708309000
6829,3824992210,3825690000,3824999090,3824992290,3824992900,3824993990,3825610000,3824999051,3824994200,3824996300,3824995100,3824999010,3824996500,3824997200,3824600000,3824999052,3824994300,3824991000,3824997300,3824997400
6830,5601301000,8445202000,8445209000,8445201090,5601309000,8445201010,8445203000,5601290000,8445301000,8445120000,8445309000,5601210000,8445302000,5601220000,8445909000,8445409000,8445199000,8445401000,8445110000,8445901000
6831,8419899050,8419899010,8419899020,8419899030,8419899040,8419899090,8419810000,8419899080,8419891000,8419899070,8419899060,8419909020,8419909030,8419600000,8419909090,8419200000,8419909040,8419390000,2813900000,8419509000
6832,8523802010,8523592010,8523491010,8523499010,8523292010,8523512010,8473303000,8473309010,8708800000,8507603000,8527219010,8527212010,8527213010,8526920000,8526912090,8526919090,8526911090,8526913090,8529109100,8526913010
6833,8433590000,8432800000,8433520000,8433530000,8433510000,8419899010,8419899020,8419899040,8419899030,8419899050,8432909000,8422409010,8431430000,8422404000,8422409090,8422902000,8419899090,8438101000,8433300000,8438501000
6834,4115200000,4205001900,4205002900,6405100000,6403999000,4115100000,4203400000,6403919000,6403992000,6403599000,6403991000,4205001100,4203109090,4203103090,4203101090,6404200000,4205002100,6403510000,6403591000,6403912000
6835,3006922090,3006924000,3006923000,3006925000,3006922031,3006922032,3006921090,300692203,3006922020,3006922010,3006500000,3006921010,3006910000,3006600000,8807909000,6912002000,7017900000,1905909010,8704909090,3006402000
6836,5702990000,5702390000,5702490000,5702920000,5702420000,5702320000,8457200000,5702410000,5702910000,5702310000,4602199000,9403890000,6805300000,9403830000,4602120000,9403820000,4602191000,6213900000,8546100000,4011801090
6837,3006922090,3006923000,3006924000,3006925000,3006921090,3006922031,3006922032,300692203,3006922020,3006922010,3006500000,3006921010,3006910000,8807909000,8704909090,3006600000,8704901020,8704901010,8901901000,3006402000
6838,5705000000,5701900000,5703900000,5704900000,5702200000,5701100000,5703100000,5704100000,4016910000,5904100000,5704200000,5703390000,5703290000,7013990000,5904900000,5703210000,5703310000,7013910000,5702500000,6304990000
6839,8419899050,8419810000,8419899090,8419899010,8419899020,8419899030,8419899040,8419899080,8419891000,8419899070,8419909020,8419899060,8419909030,2813900000,2839909000,2836991020,8419600000,2828100000,8419909040,8419200000
6840,8432800000,8433590000,8433530000,8433520000,8433510000,8432909000,8419899010,8419899020,8419899030,8419899040,8419899050,8432901000,8432100000,8419899090,8431430000,8419899080,8438501000,8422409010,8438101000,8433300000
6843,7005292091,7005297010,7005293010,7005294010,7005295010,7005296010,7005291091,7005298010,7005299010,5204190000,7005296020,7005297020,7005294020,7005298020,7005293020,7005292092,7005291092,7005295020,7005299020,7015901000
6844,2201100000,2202109000,2202101000,2201909000,2202999000,2202993000,2202991000,2202910000,2201901000,2202992000,8210009000,8210001000,8210004000,8210002000,8438900000,8438300000,3303002000,8210008000,8210005000,8438809000
6845,8708991050,8708991040,8708991030,8708991020,8708991010,8708959000,8708999000,8704601010,8704901010,8708910000,8708930000,8704909090,8708951000,8708100000,8704609090,8704609010,8708400000,8714990000,8708309000,8704521010
6846,8542900000,8549999000,8542321090,8549399000,8542392000,8542393000,9403990000,8542391000,8542394000,8549392000,8542321030,8549391000,8543901000,8549319000,9403910000,8542332000,8542322000,8542333000,8542323000,8542331000
6847,5705000000,5701900000,5703900000,5704900000,5702200000,5701100000,5703100000,5704100000,4016910000,5904100000,5704200000,5703390000,5703290000,7013990000,5904900000,5703210000,5703310000,7013910000,5702500000,6304990000
6848,8419899050,8419899010,8419899020,8419899030,8419899040,8419899090,8419810000,8419899080,8419891000,8419899070,8419899060,8419909020,8419909030,8419600000,8419909090,8419200000,8419909040,8419390000,2813900000,8419509000
6849,8485800000,8485900000,8475299000,8475291000,8475292000,8475210000,8485100000,8485209000,8475901000,8475909000,6601999000,2106909030,8485300000,6601992000,6601100000,6601910000,2402201000,9614000000,8475902000,4304002000
6850,2705000000,2710993000,2710991020,2710125000,2710201050,2710209300,271020972,271020974,2710193000,271020975,2710995000,271020971,2710209742,2710209731,2710209751,2710209510,2710209721,2710209723,2710209724,2710913000
6851,2106909099,210690909,2106903029,2106903019,2106901090,1806902920,180690211,2309101000,2309102000,2106903011,180690299,1806903099,1806902290,1806902199,1806909090,180690309,180690219,1806902999,1806902119,2106909010
6852,5204190000,5204110000,5204200000,5207900000,5106209000,5207100000,5406001000,5005000000,5406002000,5509692010,5509691010,5510909000,5509691020,5509692020,5106109000,8206000000,5401109000,5401209000,5509990000,5106204000
6853,6810910000,4906009000,4906002000,4906001000,5911900000,6909190000,6909110000,6909120000,5911200000,8604009000,5911100000,8604004000,5911400000,6306290000,6306220000,6909900000,4205001100,4205002100,3825690000,3825610000
6854,5702990000,5702390000,5702490000,5702920000,5702420000,5702320000,8457200000,5702410000,5702910000,5702310000,4602199000,9403890000,6805300000,9403830000,4602120000,9403820000,4602191000,6213900000,8546100000,4011801090
6855,5702990000,5702390000,5702490000,5702920000,5702420000,5702320000,8457200000,5702410000,5702910000,5702310000,4602199000,9403890000,6805300000,9403830000,4602120000,9403820000,4602191000,6213900000,8546100000,4011801090
6856,210690909,2106903029,2106909099,2106903019,2106901090,180690211,1806902920,2309101000,2309102000,2106903011,105999000,2106909010,105150000,207603290,207604290,105139000,1602399000,1806902119,180690219,1806902290
6858,8708991050,8708991040,8708991030,8708991020,8708991010,8708959000,8708999000,8704601010,8704901010,8708910000,8708930000,8704909090,8708951000,8708100000,8704609090,8704609010,8708400000,8714990000,8708309000,8704521010
6859,106909000,106903090,2935904000,3102101000,2931901000,2930902000,2926903000,2933999010,2933921000,2932999010,102909090,2932209091,2833251000,2930202010,2930201010,106199000,106196090,106195090,101211000,1007100000
6860,6810910000,4906009000,4906002000,4906001000,5911900000,6909190000,6909110000,6909120000,5911200000,8604009000,5911100000,8604004000,5911400000,6306290000,6306220000,6909900000,4205001100,4205002100,3825690000,3825610000
6861,8523802010,8523592010,8523491010,8523499010,8523292010,8523512010,8473303000,8473309010,8604009000,8604004000,9027100000,9027909091,9027891000,2918301000,2918991000,9102299000,9102291000,2101129090,902790909,9027909099
6862,5204190000,5204110000,5204200000,5207900000,5106209000,5207100000,5406001000,5005000000,5406002000,5509692010,5509691010,5510909000,5509691020,5509692020,5106109000,8206000000,5401109000,5401209000,5509990000,5106204000
6863,7005292091,7005297010,7005293010,7005294010,7005295010,7005296010,7005291091,7005298010,7005299010,5204190000,7005296020,7005297020,7005294020,7005298020,7005293020,7005292092,7005291092,7005295020,7005299020,7015901000
6864,2710993000,2710991020,271020972,2710995000,271020974,2710209300,2705000000,2710125000,271020975,2710201050,2710193000,2710992090,2710994090,2710991090,2710999000,271020971,2710209742,2710209731,2710209751,2710209510
6865,8542900000,8549999000,8542321090,8549399000,8542392000,8542393000,9403990000,8542391000,8542394000,8549392000,8542321030,8549391000,8543901000,8549319000,9403910000,8542332000,8542322000,8542333000,8542323000,8542331000
6866,5702990000,5702390000,5702490000,5702920000,5702420000,5702320000,8457200000,5702410000,5702910000,5702310000,4602199000,9403890000,6805300000,9403830000,4602120000,9403820000,4602191000,6213900000,8546100000,4011801090
6867,3915909090,3921199090,3915905000,3915902000,3915901000,3915909030,3915909010,3915904000,3921191090,3921194090,3921193090,3921192090,3915903000,3920999090,3920920000,3920991000,3920930000,3921199020,3920940000,3921194010
6868,4421999000,4408399022,4408399092,4408399042,4408399032,4408399012,4408399052,4408396000,4408399021,4408399011,4408399051,4408399031,4408399041,4408399091,4408399029,4408399019,4408399039,4408399049,4408399059,440839909
6869,2935904000,2931901000,2930902000,2926903000,2933921000,2933999010,2932999010,2932209091,2833251000,2930201010,2930202010,2934994000,2939801010,2941901000,2919901010,2918301000,2918991000,2825502010,2922505000,2921423000
6870,5204190000,2309101000,8434209000,5204110000,5204200000,2309102000,8434201000,2106909099,2106903029,210690909,2106901090,2106903019,1806902920,180690211,405200000,5207900000,1806903010,8434909000,5106209000,180690299
6871,6810910000,4906009000,4906002000,4906001000,5911900000,8604009000,8604004000,6909190000,6909110000,6909120000,5911200000,5911100000,5911400000,6306290000,6306220000,8479509000,8479502000,7102290000,6909900000,8479501000
6872,9406909000,9406200000,9406100000,9406901000,9406903000,9406902000,6904100000,7016901000,8457200000,8479109000,8479909010,5702390000,5702990000,5702490000,5702920000,5702420000,5702320000,5702410000,5702310000,5702910000
6873,7005292091,7005297010,7005293010,7005294010,7005295010,7005296010,7005291091,7005298010,7005299010,5204190000,7005296020,7005297020,7005294020,7005298020,7005293020,7005292092,7005291092,7005295020,7005299020,7015901000
6874,8708991040,8708991020,8708991050,8708991010,8708991030,8708959000,8708999000,8708910000,8708930000,8704601010,8704901010,8704909090,8708951000,8714990000,8708100000,8708400000,8704609010,8704609090,8708700000,8708309000
