id,DEC_processed
302420000,fish fresh chilled excluding fish fillet fish meat heading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading anchovy engraulis spp
302430000,fish fresh chilled excluding fish fillet fish meat heading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus
302440000,fish fresh chilled excluding fish fillet fish meat heading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading mackerel scomber scombrus scomber australasicus scomber japonicus
302450000,fish fresh chilled excluding fish fillet fish meat heading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading jack horse mackerel trachurus spp
302460000,fish fresh chilled excluding fish fillet fish meat heading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading cobia rachycentron canadum
302470000,fish fresh chilled excluding fish fillet fish meat heading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading swordfish xiphias gladius
302491000,fish fresh chilled excluding fish fillet fish meat heading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading seerfishes scomberomorus spp
302492000,fish fresh chilled excluding fish fillet fish meat heading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading silver pomfret pampus spp
302493000,fish fresh chilled excluding fish fillet fish meat heading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading pacific saury cololabis saira
302499000,fish fresh chilled excluding fish fillet fish meat heading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading herring clupea harengus clupea pallasii anchovy engraulis spp sardine sardina pilchardus sardinops spp sardinella sardinella spp brisling sprat sprattus sprattus mackerel scomber scombrus scomber australasicus scomber japonicus indian mackerel rastrelliger spp seerfishes scomberomorus spp jack horse mackerel trachurus spp jack crevalles caranx spp cobia rachycentron canadum silver pomfret pampus spp pacific saury cololabis saira scad decapterus spp capelin mallotus villosus swordfish xiphias gladius kawakawa euthynnus affinis bonito sarda spp marlin sailfish spearfish istiophoridae excluding edible fish offal subheading
302510000,fish fresh chilled excluding fish fillet fish meat heading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading cod gadus morhua gadus ogac gadus macrocephalus
302520000,fish fresh chilled excluding fish fillet fish meat heading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading haddock melanogrammus aeglefinus
302530000,fish fresh chilled excluding fish fillet fish meat heading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading coalfish pollachius virens
302540000,fish fresh chilled excluding fish fillet fish meat heading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading hake merluccius spp urophycis spp
302550000,fish fresh chilled excluding fish fillet fish meat heading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading alaska pollock theragra chalcogramma
302560000,fish fresh chilled excluding fish fillet fish meat heading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading blue whiting micromesistius poutassou micromesistius australis
302590000,fish fresh chilled excluding fish fillet fish meat heading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading fish family bregmacerotidae euclichthyidae gadidae macrouridae melanonidae merlucciidae moridae muraenolepididae excluding edible fish offal subheading
302710000,fish fresh chilled excluding fish fillet fish meat heading tilapia oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eel anguilla spp nile perch lates niloticus snakehead channa spp excluding edible fish offal subheading tilapia oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eel anguilla spp nile perch lates niloticus snakehead channa spp excluding edible fish offal subheading tilapia oreochromis spp
302720000,fish fresh chilled excluding fish fillet fish meat heading tilapia oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eel anguilla spp nile perch lates niloticus snakehead channa spp excluding edible fish offal subheading tilapia oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eel anguilla spp nile perch lates niloticus snakehead channa spp excluding edible fish offal subheading catfish pangasius spp silurus spp clarias spp ictalurus spp
302730000,fish fresh chilled excluding fish fillet fish meat heading tilapia oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eel anguilla spp nile perch lates niloticus snakehead channa spp excluding edible fish offal subheading tilapia oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eel anguilla spp nile perch lates niloticus snakehead channa spp excluding edible fish offal subheading carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp
302740000,fish fresh chilled excluding fish fillet fish meat heading tilapia oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eel anguilla spp nile perch lates niloticus snakehead channa spp excluding edible fish offal subheading tilapia oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eel anguilla spp nile perch lates niloticus snakehead channa spp excluding edible fish offal subheading eel anguilla spp
302790000,fish fresh chilled excluding fish fillet fish meat heading tilapia oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eel anguilla spp nile perch lates niloticus snakehead channa spp excluding edible fish offal subheading tilapia oreochromis spp catfish pangasius spp silurus spp clarias spp ictalurus spp carp cyprinus spp carassius spp ctenopharyngodon idellus hypophthalmichthys spp cirrhinus spp mylopharyngodon piceus catla catla labeo spp osteochilus hasselti leptobarbus hoeveni megalobrama spp eel anguilla spp nile perch lates niloticus snakehead channa spp excluding edible fish offal subheading
